"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000048' target='_blank'>2021-09-24</a>,National League,EVZ,HCA,home,Regular Season,Dan Tangnes,Gary Sheehan,OT,1,33.11,52.52,14.37,61.5,2,3,-1,50.2,1,3,-2,4,25,6.4,1,0,1,3,100,4.8,0,0,0,4.44,80,84.44,87,34,71.9,55,24,69.62,45,15,75,10,0,32,9,0,10,18,24,42.86,0,3,0,0,0,6,6685
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000042' target='_blank'>2021-09-21</a>,National League,EVZ,HCL,away,Regular Season,Dan Tangnes,Chris McSorley,OT,1,44.32,54.37,1.3,64,2,3,-1,47.1,1,1,0,7,14.29,10.9,1,1,0,4,75,6,0,1,-1,5.88,92.5,98.38,59,63,48.36,45,52,46.39,34,40,45.95,11,0,14,11,1,11,24,34,41.38,0,4,0,0,0,8,4722
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000036' target='_blank'>2021-09-18</a>,National League,EVZ,HCFG,home,Regular Season,Dan Tangnes,Christian Dubé,OT,2,0,94.52,5.48,63,2,1,1,50.9,2,0,2,2,0,3.5,0,0,0,5,80,8.6,0,1,-1,7.69,97.37,105.06,49,70,41.18,36,46,43.9,26,38,40.62,10,0,13,8,0,24,26,30,46.43,0,5,0,0,0,10,6748
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000025' target='_blank'>2021-09-17</a>,National League,EVZ,HCAP,away,Regular Season,Dan Tangnes,Luca Cereda,,3,49.53,34.81,15.67,60,4,1,3,50.5,2,1,1,2,50,1.2,1,0,1,5,100,8.3,1,0,1,12.9,97.37,110.27,43,75,36.44,33,49,40.24,31,38,44.93,2,0,10,11,0,26,24,47,33.8,0,8,0,0,0,16,6214
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000024' target='_blank'>2021-09-14</a>,National League,EVZ,LHC,home,Regular Season,Dan Tangnes,John Fust,,3,80.5,19.5,0,60,3,1,2,44.3,2,1,1,2,0,4,0,0,0,7,100,11.7,1,0,1,12.5,96.97,109.47,46,71,39.32,29,51,36.25,17,33,34,12,0,17,17,1,20,27,22,55.1,0,7,0,0,0,14,6100
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000018' target='_blank'>2021-09-11</a>,National League,EVZ,ZSC,home,Regular Season,Dan Tangnes,Rikard Grönborg,OT,2,72.54,27.46,0,63.7,5,4,1,57.7,5,4,1,1,0,2,0,0,0,2,100,4,0,0,0,15.62,87.1,102.72,59,63,48.36,40,45,47.06,32,31,50.79,8,0,19,12,2,18,30,25,54.55,0,2,0,0,0,4,6652
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000007' target='_blank'>2021-09-10</a>,National League,EVZ,SCB,away,Regular Season,Dan Tangnes,Johan Lundskog,,3,79.64,20.36,0,60,4,3,1,50.1,3,3,0,4,25,4.5,1,0,1,3,100,5.4,0,0,0,13.79,88.89,102.68,68,55,55.28,44,43,50.57,29,27,51.79,15,0,24,14,2,12,27,26,50.94,0,3,0,0,0,6,12571
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000006' target='_blank'>2021-09-07</a>,National League,EVZ,HCD,home,Regular Season,Dan Tangnes,Christian Wohlwend,,3,97,3,0,60,5,2,3,47,4,2,2,3,33.33,5.2,1,0,1,5,100,7.8,0,0,0,10.26,92,102.26,60,53,53.1,51,40,56.04,40,25,61.54,11,0,9,15,0,13,27,27,50,0,5,0,0,0,10,6427
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000361' target='_blank'>2021-05-07</a>,National League,EVZ,GSHC,home,Playoffs,Dan Tangnes,Patrick Emond,,3,43.39,56.61,0,60,5,1,4,47.3,4,0,4,5,20,8.1,1,0,1,3,66.67,4.7,0,1,-1,10.81,97.14,107.95,63,64,49.61,49,42,53.85,38,35,52.05,10,1,14,7,0,22,28,36,43.75,0,3,0,1,0,16,50
<a href='https://www.sihf.ch/de/game-center/game/#/20211105000360' target='_blank'>2021-05-05</a>,National League,EVZ,GSHC,away,Playoffs,Dan Tangnes,Patrick Emond,,3,37.69,62.31,0,60,2,1,1,49.2,0,0,0,3,66.67,4.5,2,0,2,4,75,6.3,0,1,-1,8.7,95,103.7,52,50,50.98,32,29,52.46,23,20,53.49,8,1,20,9,0,21,30,20,60,0,6,0,0,0,12,50
