"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000141' target='_blank'>2022-11-05</a>,National League,HCD,HCA,away,Regular Season,Christian Wohlwend,Filip Pesan,,3,53.17,25.97,20.86,60,5,3,2,48.5,4,2,2,3,33.33,5.8,1,0,1,4,75,5.7,0,1,-1,19.23,91.89,111.12,56,62,47.46,40,47,45.98,26,37,41.27,14,0,16,9,1,15,29,24,54.72,0,7,0,0,0,14,4402
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000136' target='_blank'>2022-11-04</a>,National League,HCD,SCLT,home,Regular Season,Christian Wohlwend,Thierry Paterlini,,0,0,55.81,44.19,60,1,3,-2,49.1,0,2,-2,5,20,6.1,1,0,1,4,75,4.8,0,1,-1,3.33,90.91,94.24,63,54,53.85,47,45,51.09,30,33,47.62,16,1,16,12,0,9,29,23,55.77,0,4,0,0,0,8,3728
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000133' target='_blank'>2022-11-01</a>,National League,HCD,EVZ,away,Regular Season,Christian Wohlwend,Dan Tangnes,OT,1,0,57.44,42.56,62.1,3,4,-1,57.8,2,2,0,0,,0,0,0,0,3,33.33,4.2,1,2,-1,14.29,90.48,104.76,39,71,35.45,30,57,34.48,21,42,33.33,8,1,9,13,2,14,21,40,34.43,1,3,0,0,0,6,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000115' target='_blank'>2022-10-30</a>,National League,HCD,EHCK,away,Regular Season,Christian Wohlwend,Tomlinson Jeff,,0,0,21.64,78.36,60,2,5,-3,45.3,1,3,-2,4,25,3.6,1,0,1,7,71.43,11.1,0,2,-2,10.53,88.89,99.42,43,64,40.19,26,55,32.1,19,45,29.69,7,0,17,9,1,9,24,41,36.92,0,8,0,0,0,16,7438
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000122' target='_blank'>2022-10-29</a>,National League,HCD,ZSC,home,Regular Season,Christian Wohlwend,Rikard Grönborg,,0,0,7.94,92.06,60,0,5,-5,49,0,5,-5,3,0,7,0,0,0,2,100,4,0,0,0,0,84.38,84.38,61,57,51.69,44,39,53.01,30,32,48.39,13,1,17,6,1,18,30,32,48.39,0,4,0,0,0,8,5056
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000108' target='_blank'>2022-10-25</a>,National League,HCD,HCAP,home,Regular Season,Christian Wohlwend,Luca Cereda,,3,48.81,51.19,0,60,3,1,2,49.1,3,1,2,3,0,6,0,0,0,3,100,4.9,0,0,0,7.41,96.77,104.18,63,71,47.01,43,48,47.25,28,31,47.46,12,3,20,17,0,23,35,23,60.34,0,3,0,0,0,6,3503
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000241' target='_blank'>2022-10-23</a>,National League,HCD,GSHC,away,Regular Season,Christian Wohlwend,Jan Cadieux,OT,2,0,14.89,85.11,61.7,5,4,1,58.9,4,3,1,1,100,2,1,0,1,1,0,0.9,0,1,-1,19.23,87.1,106.33,60,64,48.39,43,47,47.78,26,31,45.61,17,0,17,16,0,17,29,28,50.88,0,2,0,0,0,4,5551
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000103' target='_blank'>2022-10-22</a>,National League,HCD,LHC,away,Regular Season,Christian Wohlwend,John Fust,SO,2,68.87,31.13,0,65,5,4,1,50,4,4,0,3,0,9,0,0,0,3,100,6,0,0,0,11.43,86.67,98.1,61,62,49.59,49,47,51.04,35,30,53.85,14,0,12,17,0,15,35,17,67.31,0,5,0,0,0,10,6216
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000086' target='_blank'>2022-10-18</a>,National League,HCD,EHCB,away,Regular Season,Christian Wohlwend,Antti Törmänen,,0,0.33,44.31,55.36,60,1,4,-3,56,1,3,-2,1,0,2,0,0,0,2,50,2,0,1,-1,4.55,90,94.55,58,51,53.21,35,42,45.45,22,31,41.51,12,1,23,10,1,9,19,28,40.43,0,2,0,0,0,4,5412
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000080' target='_blank'>2022-10-15</a>,National League,HCD,SCB,home,Regular Season,Christian Wohlwend,Johan Lundskog,OT,1,8.27,42.08,49.66,60.5,3,4,-1,55.7,2,3,-1,3,33.33,2.5,1,0,1,2,50,2.4,0,1,-1,9.68,93.33,103.01,62,80,43.66,45,59,43.27,31,46,40.26,14,0,17,13,0,21,35,36,49.3,0,4,0,1,0,18,6547
