"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000312' target='_blank'>2023-02-05</a>,National League,SCB,EHCK,away,Regular Season,Toni Söderholm,Tomlinson Jeff,,0,4.89,12.64,82.47,60,2,3,-1,54,2,2,0,3,0,4.7,0,0,0,2,50,1.3,0,1,-1,5.71,88,93.71,58,52,52.73,43,36,54.43,35,25,58.33,8,0,15,10,1,16,30,28,51.72,0,2,0,0,0,4,6723
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000317' target='_blank'>2023-02-04</a>,National League,SCB,EHCB,home,Regular Season,Toni Söderholm,Antti Törmänen,,3,86.28,13.72,0,60,4,0,4,51.6,3,0,3,2,50,3,1,0,1,3,100,5.5,0,0,0,12.12,100,112.12,60,56,51.72,43,37,53.75,33,33,50,8,2,17,4,0,19,21,20,51.22,0,6,1,0,1,37,16194
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000303' target='_blank'>2023-01-31</a>,National League,SCB,LHC,home,Regular Season,Toni Söderholm,Geoff Ward,,0,0,34.89,65.11,60,1,4,-3,47.4,1,2,-1,5,0,9.7,0,1,-1,2,50,2.9,0,1,-1,3.45,89.66,93.1,59,51,53.64,37,39,48.68,29,30,49.15,8,0,22,9,0,12,20,23,46.51,0,2,0,0,0,4,13692
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000296' target='_blank'>2023-01-28</a>,National League,SCB,HCFG,home,Regular Season,Toni Söderholm,Christian Dubé,SO,1,0,36.72,63.28,65,2,3,-1,56.9,2,1,1,2,0,4,0,0,0,4,75,4.1,0,1,-1,8.7,93.1,101.8,52,63,45.22,37,51,42.05,23,29,44.23,13,1,15,19,3,12,20,26,43.48,0,3,0,0,0,6,16688
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000294' target='_blank'>2023-01-27</a>,National League,SCB,EVZ,away,Regular Season,Toni Söderholm,Dan Tangnes,,0,28.47,32.03,39.5,60,1,4,-3,48.7,1,2,-1,3,0,5.1,0,0,0,5,60,6.2,0,2,-2,4.17,88.89,93.06,42,66,38.89,27,43,38.57,24,36,40,2,1,15,5,2,23,23,27,46,0,5,0,0,0,10,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000282' target='_blank'>2023-01-22</a>,National League,SCB,HCD,away,Regular Season,Toni Söderholm,Waltteri Immonen,OT,2,38.74,61.26,0,62.6,3,2,1,53,2,2,0,3,33.33,5.6,1,0,1,2,100,4,0,0,0,12.5,93.33,105.83,47,56,45.63,33,41,44.59,24,30,44.44,8,1,14,10,1,15,27,29,48.21,1,4,0,0,0,8,3973
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000276' target='_blank'>2023-01-20</a>,National League,SCB,HCD,home,Regular Season,Toni Söderholm,Waltteri Immonen,,0,49.31,16,34.69,60,2,4,-2,45.6,2,0,2,4,0,8,0,2,-2,4,50,6.4,0,2,-2,8.7,91.18,99.87,52,62,45.61,32,48,40,23,35,39.66,9,0,20,12,1,14,25,30,45.45,0,4,0,0,0,8,15383
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000267' target='_blank'>2023-01-14</a>,National League,SCB,HCA,away,Regular Season,Toni Söderholm,Julien Vauclair,,0,13.25,23.5,63.25,60,3,6,-3,50.9,2,6,-4,4,0,4,0,0,0,3,100,5.1,1,0,1,8.57,82.14,90.71,70,48,59.32,50,37,57.47,35,29,54.69,14,1,20,8,0,11,29,24,54.72,0,4,1,0,0,13,5178
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000260' target='_blank'>2023-01-13</a>,National League,SCB,SCRJ,home,Regular Season,Toni Söderholm,Stefan Hedlund,,0,27.92,40.11,31.97,60,5,6,-1,53.9,2,4,-2,4,75,2.4,3,0,3,4,50,3.7,0,2,-2,18.52,75,93.52,50,58,46.3,39,45,46.43,27,24,52.94,12,0,11,21,0,13,21,26,44.68,0,5,0,0,0,10,14523
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000255' target='_blank'>2023-01-07</a>,National League,SCB,GSHC,home,Regular Season,Toni Söderholm,Jan Cadieux,,0,27.5,42.19,30.31,60,5,7,-2,54.5,3,5,-2,5,40,4.8,2,0,2,2,0,0.6,0,2,-2,13.51,82.86,96.37,71,66,51.82,49,43,53.26,37,36,50.68,11,1,22,7,0,23,27,37,42.19,0,3,0,0,0,6,15015
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000250' target='_blank'>2023-01-06</a>,National League,SCB,HCL,away,Regular Season,Toni Söderholm,Luca Gianinazzi,,3,50.81,49.19,0,60,3,0,3,52.2,3,0,3,3,0,4.9,0,0,0,2,100,2.9,0,0,0,11.76,100,111.76,37,79,31.9,27,51,34.62,18,42,30,9,0,10,9,0,28,17,30,36.17,0,2,0,0,0,4,5090
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000056' target='_blank'>2023-01-04</a>,National League,SCB,ZSC,away,Regular Season,Toni Söderholm,Marc Crawford,,0,0,46.33,53.67,60,0,3,-3,48,0,2,-2,4,0,8,0,1,-1,2,100,4,0,0,0,0,92.86,92.86,74,58,56.06,54,43,55.67,44,29,60.27,9,1,20,13,1,15,31,28,52.54,0,2,0,0,0,4,12000
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000240' target='_blank'>2023-01-02</a>,National League,SCB,HCAP,home,Regular Season,Toni Söderholm,Luca Cereda,,3,94.5,5.5,0,60,4,2,2,51.8,4,2,2,4,0,7.1,0,0,0,1,100,1.1,0,0,0,10.71,92.31,103.02,63,55,53.39,34,32,51.52,29,26,52.73,4,1,29,6,0,23,26,28,48.15,0,1,0,0,0,2,15292
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000233' target='_blank'>2022-12-23</a>,National League,SCB,EHCB,away,Regular Season,Toni Söderholm,Antti Törmänen,OT,2,85.29,13.9,0.81,63.5,4,3,1,49.5,4,3,1,3,0,6,0,0,0,4,100,8,0,0,0,15.38,90.62,106.01,44,71,38.26,37,48,43.53,26,32,44.83,9,2,7,14,2,23,22,32,40.74,0,4,0,0,0,8,6562
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000226' target='_blank'>2022-12-22</a>,National League,SCB,EHCK,home,Regular Season,Toni Söderholm,Tomlinson Jeff,,3,48.81,19.56,31.64,60,5,2,3,48.8,4,1,3,5,20,8.1,1,0,1,2,50,3.1,0,1,-1,12.12,94.87,106.99,51,72,41.46,37,51,42.05,34,39,46.58,3,0,14,12,0,21,30,36,45.45,0,2,0,0,0,4,14204
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000223' target='_blank'>2022-12-20</a>,National League,SCB,LHC,away,Regular Season,Toni Söderholm,Geoff Ward,,0,39.03,6.69,54.28,60,2,5,-3,50.1,1,3,-2,2,50,2.9,1,0,1,4,50,7,0,2,-2,5.41,85.71,91.12,64,51,55.65,49,34,59.04,37,23,61.67,11,1,15,11,0,17,16,28,36.36,0,1,1,0,0,7,6507
